cgpa,clarity,workload,strictness,fairness,historical_grade
8.54,4.21,4.5,4.51,3.01,8
7.48,4.21,4.5,4.51,3.01,7
8.28,4.21,4.5,4.51,3.01,8
7.61,4.21,4.5,4.51,3.01,6
6.79,4.21,4.5,4.51,3.01,5
6.94,4.21,4.5,4.51,3.01,6
8.65,4.21,4.5,4.51,3.01,8
8.85,4.21,4.5,4.51,3.01,9
5.84,4.21,4.5,4.51,3.01,4
6.78,4.21,4.5,4.51,3.01,5
6.92,4.21,4.5,4.51,3.01,7
6.41,4.21,4.5,4.51,3.01,6
8.45,4.21,4.5,4.51,3.01,7
6.12,4.21,4.5,4.51,3.01,6
8.66,4.21,4.5,4.51,3.01,9
7.06,4.21,4.5,4.51,3.01,6
6.91,4.21,4.5,4.51,3.01,7
8.06,4.21,4.5,4.51,3.01,8
7.88,4.21,4.5,4.51,3.01,8
7.98,4.21,4.5,4.51,3.01,7
7.25,4.21,4.5,4.51,3.01,7
8.23,4.21,4.5,4.51,3.01,7
7.81,4.21,4.5,4.51,3.01,7
7.75,4.21,4.5,4.51,3.01,7
7.66,4.21,4.5,4.51,3.01,7
9.1,4.21,4.5,4.51,3.01,9
7.3,4.21,4.5,4.51,3.01,7
8.32,4.21,4.5,4.51,3.01,8
8.31,4.21,4.5,4.51,3.01,9
8.62,4.21,4.5,4.51,3.01,8
7.04,4.21,4.5,4.51,3.01,6
6.7,4.21,4.5,4.51,3.01,6
5.83,4.21,4.5,4.51,3.01,5
8.35,4.21,4.5,4.51,3.01,8
8.55,4.21,4.5,4.51,3.01,9
8.67,4.21,4.5,4.51,3.01,9
7.21,4.21,4.5,4.51,3.01,7
8.38,4.21,4.5,4.51,3.01,8
8.33,4.21,4.5,4.51,3.01,9
7.75,4.21,4.5,4.51,3.01,8
8.74,4.21,4.5,4.51,3.01,8
6.46,4.21,4.5,4.51,3.01,5
7.92,4.21,4.5,4.51,3.01,7
9.22,4.21,4.5,4.51,3.01,9
6.09,4.21,4.5,4.51,3.01,7
6.15,4.21,4.5,4.51,3.01,5
7.98,4.21,4.5,4.51,3.01,8
6.98,4.21,4.5,4.51,3.01,6
8.8,4.21,4.5,4.51,3.01,9
7.89,4.21,4.5,4.51,3.01,7
8.46,4.21,4.5,4.51,3.01,9
6.27,4.21,4.5,4.51,3.01,6
7.77,4.21,4.5,4.51,3.01,7
5.82,4.21,4.5,4.51,3.01,4
8.23,4.21,4.5,4.51,3.01,8
8.73,4.21,4.5,4.51,3.01,9
6.82,4.21,4.5,4.51,3.01,7
7.65,4.21,4.5,4.51,3.01,7
7.94,4.21,4.5,4.51,3.01,8
7.02,4.21,4.5,4.51,3.01,6
7.27,4.21,4.5,4.51,3.01,7
8.57,4.21,4.5,4.51,3.01,7
6.78,4.21,4.5,4.51,3.01,7
7.87,4.21,4.5,4.51,3.01,8
7.28,4.21,4.5,4.51,3.01,6
7.63,4.21,4.5,4.51,3.01,8
7.61,4.21,4.5,4.51,3.01,7
7.1,4.21,4.5,4.51,3.01,6
7.78,4.21,4.5,4.51,3.01,7
7.99,4.21,4.5,4.51,3.01,7
7.97,4.21,4.5,4.51,3.01,8
7.68,4.21,4.5,4.51,3.01,6
5.79,4.21,4.5,4.51,3.01,4
6.23,4.21,4.5,4.51,3.01,7
7.95,4.21,4.5,4.51,3.01,7
7.86,4.21,4.5,4.51,3.01,8
6.04,4.21,4.5,4.51,3.01,5
8.71,4.21,4.5,4.51,3.01,8
8.45,4.21,4.5,4.51,3.01,7
6.33,4.21,4.5,4.51,3.01,6
6.33,4.21,4.5,4.51,3.01,5
6.94,4.21,4.5,4.51,3.01,6
6.79,4.21,4.5,4.51,3.01,5
8.32,4.21,4.5,4.51,3.01,9
7.06,4.21,4.5,4.51,3.01,7
6.21,4.21,4.5,4.51,3.01,6
7.63,4.21,4.5,4.51,3.01,7
7.53,4.21,4.5,4.51,3.01,6
8.56,4.21,4.5,4.51,3.01,9
6.27,4.21,4.5,4.51,3.01,5
8.6,4.21,4.5,4.51,3.01,8
7.34,4.21,4.5,4.51,3.01,7
6.83,4.21,4.5,4.51,3.01,7
7.7,4.21,4.5,4.51,3.01,7
9.23,4.21,4.5,4.51,3.01,9
5.57,4.21,4.5,4.51,3.01,5
6.38,4.21,4.5,4.51,3.01,6
5.8,4.21,4.5,4.51,3.01,6
7.93,4.21,4.5,4.51,3.01,7
8.05,4.21,4.5,4.51,3.01,8
6.55,4.21,4.5,4.51,3.01,6
7.93,4.21,4.5,4.51,3.01,7
8.0,4.21,4.5,4.51,3.01,8
6.62,4.21,4.5,4.51,3.01,6
7.02,4.21,4.5,4.51,3.01,6
8.02,4.21,4.5,4.51,3.01,9
6.75,4.21,4.5,4.51,3.01,6
8.32,4.21,4.5,4.51,3.01,8
7.33,4.21,4.5,4.51,3.01,7
5.73,4.21,4.5,4.51,3.01,5
9.29,4.21,4.5,4.51,3.01,9
6.87,4.21,4.5,4.51,3.01,6
7.33,4.21,4.5,4.51,3.01,7
8.28,4.21,4.5,4.51,3.01,7
6.77,4.21,4.5,4.51,3.01,5
7.73,4.21,4.5,4.51,3.01,8
7.86,4.21,4.5,4.51,3.01,7
8.2,4.21,4.5,4.51,3.01,7
8.61,4.21,4.5,4.51,3.01,8
7.78,4.21,4.5,4.51,3.01,8
8.68,4.21,4.5,4.51,3.01,9
8.11,4.21,4.5,4.51,3.01,9
6.83,4.21,4.5,4.51,3.01,7
6.55,4.21,4.5,4.51,3.01,6
8.07,4.21,4.5,4.51,3.01,8
8.35,4.21,4.5,4.51,3.01,8
8.82,4.21,4.5,4.51,3.01,8
9.0,4.21,4.5,4.51,3.01,9
8.31,4.21,4.5,4.51,3.01,8
6.96,4.21,4.5,4.51,3.01,6
6.66,4.21,4.5,4.51,3.01,5
7.75,4.21,4.5,4.51,3.01,8
6.0,4.21,4.5,4.51,3.01,6
7.56,4.21,4.5,4.51,3.01,7
8.22,4.21,4.5,4.51,3.01,7
6.99,4.21,4.5,4.51,3.01,7
8.4,4.21,4.5,4.51,3.01,7
8.61,4.21,4.5,4.51,3.01,8
7.21,4.21,4.5,4.51,3.01,7
7.59,4.21,4.5,4.51,3.01,6
6.84,4.21,4.5,4.51,3.01,6
7.67,4.21,4.5,4.51,3.01,7
8.53,4.21,4.5,4.51,3.01,9
6.95,4.21,4.5,4.51,3.01,6
6.29,4.21,4.5,4.51,3.01,6
6.43,4.21,4.5,4.51,3.01,6
7.48,4.21,4.5,4.51,3.01,7
6.88,4.21,4.5,4.51,3.01,6
6.84,4.21,4.5,4.51,3.01,5
7.14,4.21,4.5,4.51,3.01,6
7.98,4.21,4.5,4.51,3.01,7
8.04,4.21,4.5,4.51,3.01,8
7.47,4.21,4.5,4.51,3.01,7
5.24,4.21,4.5,4.51,3.01,4
8.55,4.21,4.5,4.51,3.01,7
8.85,4.21,4.5,4.51,3.01,8
7.43,4.21,4.5,4.51,3.01,7
7.24,4.21,4.5,4.51,3.01,7
7.29,4.21,4.5,4.51,3.01,8
5.33,4.21,4.5,4.51,3.01,4
8.45,4.21,4.5,4.51,3.01,9
7.0,4.21,4.5,4.51,3.01,7
7.71,4.21,4.5,4.51,3.01,7
8.2,4.21,4.5,4.51,3.01,7
6.71,4.21,4.5,4.51,3.01,6
7.78,4.21,4.5,4.51,3.01,6
6.33,4.21,4.5,4.51,3.01,5
8.84,4.21,4.5,4.51,3.01,8
8.46,4.21,4.5,4.51,3.01,7
6.99,4.21,4.5,4.51,3.01,6
8.08,4.21,4.5,4.51,3.01,8
5.43,4.21,4.5,4.51,3.01,4
7.65,4.21,4.5,4.51,3.01,7
9.42,4.21,4.5,4.51,3.01,10
8.42,4.21,4.5,4.51,3.01,8
8.85,4.21,4.5,4.51,3.01,7
6.35,4.21,4.5,4.51,3.01,6
7.44,4.21,4.5,4.51,3.01,7
7.79,4.21,4.5,4.51,3.01,7
7.97,4.21,4.5,4.51,3.01,8
6.32,4.21,4.5,4.51,3.01,5
7.13,4.21,4.5,4.51,3.01,6
8.56,4.21,4.5,4.51,3.01,8
5.95,4.21,4.5,4.51,3.01,5
8.88,4.21,4.5,4.51,3.01,8
7.48,4.21,4.5,4.51,3.01,6
7.02,4.21,4.5,4.51,3.01,7
8.48,4.21,4.5,4.51,3.01,8
7.74,4.21,4.5,4.51,3.01,8
7.94,4.21,4.5,4.51,3.01,8
6.0,4.21,4.5,4.51,3.01,5
7.65,4.21,4.5,4.51,3.01,7
7.62,4.21,4.5,4.51,3.01,7
7.73,4.21,4.5,4.51,3.01,7
8.0,4.21,4.5,4.51,3.01,8
8.12,4.21,4.5,4.51,3.01,8
8.44,4.21,4.5,4.51,3.01,8
7.44,4.21,4.5,4.51,3.01,6
6.13,4.21,4.5,4.51,3.01,5
8.38,4.21,4.5,4.51,3.01,8
6.37,4.21,4.5,4.51,3.01,6
5.46,4.21,4.5,4.51,3.01,5
7.51,4.21,4.5,4.51,3.01,7
5.75,4.21,4.5,4.51,3.01,5
6.39,4.21,4.5,4.51,3.01,6
7.58,4.21,4.5,4.51,3.01,6
7.82,4.21,4.5,4.51,3.01,7
7.76,4.21,4.5,4.51,3.01,6
6.77,4.21,4.5,4.51,3.01,6
7.04,4.21,4.5,4.51,3.01,6
6.81,4.21,4.5,4.51,3.01,6
8.11,4.21,4.5,4.51,3.01,8
6.49,4.21,4.5,4.51,3.01,5
8.56,4.21,4.5,4.51,3.01,8
5.85,4.21,4.5,4.51,3.01,5
6.39,4.21,4.5,4.51,3.01,5
6.74,4.21,4.5,4.51,3.01,6
8.73,4.21,4.5,4.51,3.01,8
8.37,4.21,4.5,4.51,3.01,7
7.19,4.21,4.5,4.51,3.01,6
7.03,4.21,4.5,4.51,3.01,6
7.63,4.21,4.5,4.51,3.01,7
6.49,4.21,4.5,4.51,3.01,6
6.53,4.21,4.5,4.51,3.01,6
7.13,4.21,4.5,4.51,3.01,7
7.22,4.21,4.5,4.51,3.01,7
6.99,4.21,4.5,4.51,3.01,7
7.09,4.21,4.5,4.51,3.01,6
6.43,4.21,4.5,4.51,3.01,7
6.91,4.21,4.5,4.51,3.01,5
7.51,4.21,4.5,4.51,3.01,6
8.72,4.21,4.5,4.51,3.01,9
6.58,4.21,4.5,4.51,3.01,6
8.37,4.21,4.5,4.51,3.01,8
6.97,4.21,4.5,4.51,3.01,6
5.84,4.21,4.5,4.51,3.01,6
6.07,4.21,4.5,4.51,3.01,5
7.58,4.21,4.5,4.51,3.01,6
6.56,4.21,4.5,4.51,3.01,5
5.62,4.21,4.5,4.51,3.01,5
9.2,4.21,4.5,4.51,3.01,9
7.54,4.21,4.5,4.51,3.01,7
7.43,4.21,4.5,4.51,3.01,7
7.96,4.21,4.5,4.51,3.01,7
8.09,4.21,4.5,4.51,3.01,7
8.31,4.21,4.5,4.51,3.01,8
7.53,4.21,4.5,4.51,3.01,6
7.27,4.21,4.5,4.51,3.01,6
6.24,4.21,4.5,4.51,3.01,5
7.72,4.21,4.5,4.51,3.01,7
6.74,4.21,4.5,4.51,3.01,6
8.2,4.21,4.5,4.51,3.01,8
7.66,4.21,4.5,4.51,3.01,7
7.81,4.21,4.5,4.51,3.01,8
7.13,4.21,4.5,4.51,3.01,6
7.03,4.21,4.5,4.51,3.01,6
7.74,4.21,4.5,4.51,3.01,8
9.04,4.21,4.5,4.51,3.01,9
9.22,4.21,4.5,4.51,3.01,9
8.6,4.21,4.5,4.51,3.01,8
7.39,4.21,4.5,4.51,3.01,7
8.51,4.21,4.5,4.51,3.01,9
6.05,4.21,4.5,4.51,3.01,5
8.32,4.21,4.5,4.51,3.01,7
8.23,4.21,4.5,4.51,3.01,8
7.01,4.21,4.5,4.51,3.01,7
6.82,4.21,4.5,4.51,3.01,6
6.2,4.21,4.5,4.51,3.01,5
8.6,4.21,4.5,4.51,3.01,8
7.73,4.21,4.5,4.51,3.01,7
6.74,4.21,4.5,4.51,3.01,6
7.48,4.21,4.5,4.51,3.01,7
8.78,4.21,4.5,4.51,3.01,8
7.53,4.21,4.5,4.51,3.01,6
8.71,4.21,4.5,4.51,3.01,9
7.85,4.21,4.5,4.51,3.01,8
6.22,4.21,4.5,4.51,3.01,4
7.95,4.21,4.5,4.51,3.01,7
8.66,4.21,4.5,4.51,3.01,8
6.99,4.21,4.5,4.51,3.01,6
6.99,4.21,4.5,4.51,3.01,7
7.84,4.21,4.5,4.51,3.01,7
6.08,4.21,4.5,4.51,3.01,5
5.9,4.21,4.5,4.51,3.01,4
7.44,4.21,4.5,4.51,3.01,6
8.56,4.21,4.5,4.51,3.01,7
7.33,4.21,4.5,4.51,3.01,7
7.7,4.21,4.5,4.51,3.01,8
7.55,4.21,4.5,4.51,3.01,7
7.78,4.21,4.5,4.51,3.01,7
7.9,4.21,4.5,4.51,3.01,8
7.6,4.21,4.5,4.51,3.01,8
8.44,4.21,4.5,4.51,3.01,8
7.42,4.21,4.5,4.51,3.01,6
7.08,4.21,4.5,4.51,3.01,7
8.17,4.21,4.5,4.51,3.01,7
6.82,4.21,4.5,4.51,3.01,7
8.8,4.21,4.5,4.51,3.01,8
7.46,4.21,4.5,4.51,3.01,6
7.48,4.21,4.5,4.51,3.01,7
7.63,4.3,2.4,2.6,4.6,8
7.65,4.3,2.4,2.6,4.6,9
7.97,4.3,2.4,2.6,4.6,9
7.09,4.3,2.4,2.6,4.6,8
7.15,4.3,2.4,2.6,4.6,8
8.78,4.3,2.4,2.6,4.6,10
7.15,4.3,2.4,2.6,4.6,7
9.67,4.3,2.4,2.6,4.6,10
7.57,4.3,2.4,2.6,4.6,8
6.16,4.3,2.4,2.6,4.6,8
8.38,1.39,4.47,4.0,1.97,6
8.32,1.39,4.47,4.0,1.97,7
6.83,1.39,4.47,4.0,1.97,6
6.27,1.39,4.47,4.0,1.97,4
8.14,1.39,4.47,4.0,1.97,7
7.93,1.39,4.47,4.0,1.97,7
7.26,1.39,4.47,4.0,1.97,6
7.78,1.39,4.47,4.0,1.97,6
7.63,1.39,4.47,4.0,1.97,6
8.91,1.39,4.47,4.0,1.97,8
8.84,1.39,4.47,4.0,1.97,8
8.46,1.39,4.47,4.0,1.97,6
7.69,1.39,4.47,4.0,1.97,6
6.95,1.39,4.47,4.0,1.97,6
6.56,1.39,4.47,4.0,1.97,4
6.88,1.39,4.47,4.0,1.97,6
6.48,1.39,4.47,4.0,1.97,5
6.49,1.39,4.47,4.0,1.97,4
7.4,1.39,4.47,4.0,1.97,5
8.74,1.39,4.47,4.0,1.97,8
7.86,1.39,4.47,4.0,1.97,5
8.37,1.39,4.47,4.0,1.97,7
7.0,1.39,4.47,4.0,1.97,6
9.1,1.39,4.47,4.0,1.97,8
9.18,1.39,4.47,4.0,1.97,8
7.67,1.39,4.47,4.0,1.97,6
8.49,1.39,4.47,4.0,1.97,7
7.21,1.39,4.47,4.0,1.97,6
6.58,1.39,4.47,4.0,1.97,4
6.57,1.39,4.47,4.0,1.97,6
8.5,1.39,4.47,4.0,1.97,7
8.81,1.39,4.47,4.0,1.97,7
8.2,1.39,4.47,4.0,1.97,6
8.94,1.39,4.47,4.0,1.97,7
8.34,1.39,4.47,4.0,1.97,7
8.02,1.39,4.47,4.0,1.97,6
8.18,1.59,4.41,4.0,1.95,6
7.8,1.59,4.41,4.0,1.95,7
8.01,1.59,4.41,4.0,1.95,7
8.74,1.59,4.41,4.0,1.95,7
8.26,1.59,4.41,4.0,1.95,7
7.24,1.59,4.41,4.0,1.95,6
7.54,1.59,4.41,4.0,1.95,5
6.94,1.59,4.41,4.0,1.95,6
7.83,1.59,4.41,4.0,1.95,6
6.54,1.59,4.41,4.0,1.95,5
6.77,1.59,4.41,4.0,1.95,5
6.65,1.59,4.41,4.0,1.95,5
6.56,1.59,4.41,4.0,1.95,4
9.18,1.59,4.41,4.0,1.95,9
7.87,1.59,4.41,4.0,1.95,6
7.4,1.59,4.41,4.0,1.95,6
7.14,1.59,4.41,4.0,1.95,6
8.74,1.59,4.41,4.0,1.95,8
6.99,1.59,4.41,4.0,1.95,5
7.83,1.59,4.41,4.0,1.95,6
6.46,1.59,4.41,4.0,1.95,5
7.39,1.59,4.41,4.0,1.95,6
7.36,1.56,4.4,4.0,2.0,6
8.05,1.56,4.4,4.0,2.0,6
8.02,1.56,4.4,4.0,2.0,7
7.04,1.56,4.4,4.0,2.0,6
7.99,1.56,4.4,4.0,2.0,6
7.42,1.56,4.4,4.0,2.0,6
6.02,1.56,4.4,4.0,2.0,4
7.35,1.56,4.4,4.0,2.0,6
6.89,1.56,4.4,4.0,2.0,5
8.65,1.56,4.4,4.0,2.0,7
6.53,1.56,4.4,4.0,2.0,5
7.56,1.56,4.4,4.0,2.0,6
7.16,1.56,4.4,4.0,2.0,6
7.39,1.56,4.4,4.0,2.0,6
8.0,1.56,4.4,4.0,2.0,7
6.79,1.56,4.4,4.0,2.0,5
7.71,1.56,4.4,4.0,2.0,7
8.01,1.56,4.4,4.0,2.0,6
7.48,1.56,4.4,4.0,2.0,6
7.51,1.56,4.4,4.0,2.0,6
7.39,1.56,4.4,4.0,2.0,6
8.07,1.56,4.4,4.0,2.0,7
7.83,1.56,4.4,4.0,2.0,7
8.38,1.56,4.4,4.0,2.0,7
7.55,1.56,4.4,4.0,2.0,6
6.8,3.0,1.95,2.0,3.95,8
8.9,3.0,1.95,2.0,3.95,9
5.36,3.0,1.95,2.0,3.95,5
7.38,3.0,1.95,2.0,3.95,8
7.48,3.0,1.95,2.0,3.95,9
5.93,3.0,1.95,2.0,3.95,6
9.33,3.0,1.95,2.0,3.95,10
9.02,3.0,1.95,2.0,3.95,10
6.67,3.0,1.95,2.0,3.95,7
8.21,3.0,1.95,2.0,3.95,9
7.56,3.0,1.95,2.0,3.95,9
8.4,3.0,1.95,2.0,3.95,9
6.21,3.0,1.95,2.0,3.95,8
6.18,3.0,1.95,2.0,3.95,8
8.54,3.0,1.95,2.0,3.95,10
7.13,3.0,1.95,2.0,3.95,8
7.03,3.0,1.95,2.0,3.95,8
8.79,3.0,1.95,2.0,3.95,10
7.85,3.0,1.95,2.0,3.95,10
6.8,4.27,4.67,4.33,3.07,6
7.38,4.27,4.67,4.33,3.07,7
7.48,4.27,4.67,4.33,3.07,6
9.33,4.27,4.67,4.33,3.07,8
9.02,4.27,4.67,4.33,3.07,8
6.67,4.27,4.67,4.33,3.07,5
8.21,4.27,4.67,4.33,3.07,8
6.21,4.27,4.67,4.33,3.07,5
8.54,4.27,4.67,4.33,3.07,8
7.13,4.27,4.67,4.33,3.07,7
9.11,4.27,4.67,4.33,3.07,9
7.37,4.27,4.67,4.33,3.07,7
9.1,4.27,4.67,4.33,3.07,9
7.85,4.27,4.67,4.33,3.07,7
5.71,4.27,4.67,4.33,3.07,5
6.34,3.0,2.0,2.0,3.95,7
6.25,3.0,2.0,2.0,3.95,6
8.46,3.0,2.0,2.0,3.95,10
7.55,3.0,2.0,2.0,3.95,9
6.95,3.0,2.0,2.0,3.95,8
8.21,3.0,2.0,2.0,3.95,9
7.32,3.0,2.0,2.0,3.95,8
8.67,3.0,2.0,2.0,3.95,10
8.29,3.0,2.0,2.0,3.95,10
7.76,3.0,2.0,2.0,3.95,9
6.69,3.0,2.0,2.0,3.95,7
7.58,3.0,2.0,2.0,3.95,9
7.37,3.0,2.0,2.0,3.95,8
7.95,3.0,2.0,2.0,3.95,9
7.47,3.0,2.0,2.0,3.95,8
8.96,3.0,2.0,2.0,3.95,10
6.44,3.0,2.0,2.0,3.95,8
6.33,3.0,2.0,2.0,3.95,7
6.2,3.0,2.0,2.0,3.95,7
6.44,3.0,2.0,2.0,3.95,7
6.8,4.53,2.53,2.47,4.59,8
8.9,4.53,2.53,2.47,4.59,10
5.36,4.53,2.53,2.47,4.59,6
8.4,4.53,2.53,2.47,4.59,10
7.03,4.53,2.53,2.47,4.59,8
7.91,4.53,2.53,2.47,4.59,10
8.46,4.53,2.53,2.47,4.59,10
8.67,4.53,2.53,2.47,4.59,10
8.29,4.53,2.53,2.47,4.59,9
6.69,4.53,2.53,2.47,4.59,7
7.08,4.53,2.53,2.47,4.59,9
7.37,4.53,2.53,2.47,4.59,8
7.95,4.53,2.53,2.47,4.59,9
8.96,4.53,2.53,2.47,4.59,10
6.41,4.53,2.53,2.47,4.59,7
7.13,4.53,2.53,2.47,4.59,8
7.75,4.53,2.53,2.47,4.59,9
7.38,3.5,3.13,3.0,3.5,8
7.56,3.5,3.13,3.0,3.5,8
7.24,3.5,3.13,3.0,3.5,7
7.94,3.5,3.13,3.0,3.5,9
7.08,3.5,3.13,3.0,3.5,7
8.86,3.5,3.13,3.0,3.5,10
8.04,3.5,3.13,3.0,3.5,8
9.6,3.5,3.13,3.0,3.5,9
7.16,3.5,3.13,3.0,3.5,7
8.67,3.5,3.13,3.0,3.5,10
6.24,3.5,3.13,3.0,3.5,6
7.59,3.5,3.13,3.0,3.5,8
7.9,3.5,3.13,3.0,3.5,9
7.66,3.5,3.13,3.0,3.5,8
6.49,3.5,3.13,3.0,3.5,6
6.92,3.5,3.13,3.0,3.5,7
6.68,1.57,4.14,4.0,2.14,6
8.21,1.57,4.14,4.0,2.14,6
6.8,1.57,4.14,4.0,2.14,6
8.21,1.57,4.14,4.0,2.14,8
7.91,1.57,4.14,4.0,2.14,6
8.67,1.57,4.14,4.0,2.14,7
7.47,1.57,4.14,4.0,2.14,6
7.58,4.1,4.6,4.6,3.2,8
6.22,4.1,4.6,4.6,3.2,5
7.95,4.1,4.6,4.6,3.2,7
7.16,4.1,4.6,4.6,3.2,6
6.91,4.1,4.6,4.6,3.2,6
7.47,4.1,4.6,4.6,3.2,7
8.96,4.1,4.6,4.6,3.2,8
8.48,4.1,4.6,4.6,3.2,8
6.44,4.1,4.6,4.6,3.2,5
6.71,4.1,4.6,4.6,3.2,6
7.9,4.1,4.6,4.6,3.2,8
6.41,4.1,4.6,4.6,3.2,6
8.41,4.1,4.6,4.6,3.2,8
7.56,4.1,4.6,4.6,3.2,7
7.19,4.1,4.6,4.6,3.2,7
7.02,4.1,4.6,4.6,3.2,6
7.91,4.1,4.6,4.6,3.2,8
8.54,4.1,4.6,4.6,3.2,8
8.08,4.1,4.6,4.6,3.2,6
8.24,4.1,4.6,4.6,3.2,8
8.01,4.24,4.43,4.62,3.0,8
8.48,4.24,4.43,4.62,3.0,9
6.55,4.24,4.43,4.62,3.0,6
6.68,4.24,4.43,4.62,3.0,5
5.73,4.24,4.43,4.62,3.0,4
8.98,4.24,4.43,4.62,3.0,9
6.75,4.24,4.43,4.62,3.0,5
6.99,4.24,4.43,4.62,3.0,6
8.7,4.24,4.43,4.62,3.0,9
8.63,4.24,4.43,4.62,3.0,9
7.62,4.24,4.43,4.62,3.0,8
6.62,4.24,4.43,4.62,3.0,5
6.21,4.24,4.43,4.62,3.0,5
9.38,4.24,4.43,4.62,3.0,10
7.95,4.24,4.43,4.62,3.0,8
7.75,4.24,4.43,4.62,3.0,7
6.37,4.24,4.43,4.62,3.0,5
7.49,4.24,4.43,4.62,3.0,6
8.34,4.24,4.43,4.62,3.0,8
6.83,4.24,4.43,4.62,3.0,6
8.38,4.24,4.43,4.62,3.0,8
7.19,3.0,2.0,2.0,4.0,9
7.67,3.43,3.14,3.0,3.86,8
7.03,3.43,3.14,3.0,3.86,7
7.57,3.43,3.14,3.0,3.86,8
7.73,3.43,3.14,3.0,3.86,9
8.62,3.43,3.14,3.0,3.86,9
7.7,3.43,3.14,3.0,3.86,8
6.93,3.43,3.14,3.0,3.86,7
8.29,3.39,2.91,3.0,3.57,9
8.57,3.39,2.91,3.0,3.57,9
8.75,3.39,2.91,3.0,3.57,9
6.42,3.39,2.91,3.0,3.57,6
8.16,3.39,2.91,3.0,3.57,8
8.2,3.39,2.91,3.0,3.57,9
7.29,3.39,2.91,3.0,3.57,7
7.88,3.39,2.91,3.0,3.57,8
8.38,3.39,2.91,3.0,3.57,9
8.37,3.39,2.91,3.0,3.57,8
8.48,3.39,2.91,3.0,3.57,9
9.43,3.39,2.91,3.0,3.57,10
7.27,3.39,2.91,3.0,3.57,8
6.95,3.39,2.91,3.0,3.57,7
8.74,3.39,2.91,3.0,3.57,8
6.59,3.39,2.91,3.0,3.57,7
8.53,3.39,2.91,3.0,3.57,8
7.17,3.39,2.91,3.0,3.57,8
7.01,3.39,2.91,3.0,3.57,7
6.63,3.39,2.91,3.0,3.57,6
6.53,3.39,2.91,3.0,3.57,7
7.96,3.39,2.91,3.0,3.57,8
6.25,3.39,2.91,3.0,3.57,6
7.3,3.39,2.91,3.0,3.57,8
7.73,3.39,2.91,3.0,3.57,8
6.44,3.39,2.91,3.0,3.57,7
7.15,3.39,2.91,3.0,3.57,8
7.58,3.39,2.91,3.0,3.57,8
6.84,3.39,2.91,3.0,3.57,7
9.03,3.39,2.91,3.0,3.57,9
7.0,3.39,2.91,3.0,3.57,7
7.45,3.39,2.91,3.0,3.57,7
6.2,3.39,2.91,3.0,3.57,7
7.57,3.39,2.91,3.0,3.57,8
9.36,3.39,2.91,3.0,3.57,10
7.75,3.39,2.91,3.0,3.57,8
7.64,3.39,2.91,3.0,3.57,8
8.11,3.39,2.91,3.0,3.57,8
6.39,3.39,2.91,3.0,3.57,6
6.69,3.39,2.91,3.0,3.57,7
6.44,3.39,2.91,3.0,3.57,6
7.94,3.39,2.91,3.0,3.57,9
7.72,3.39,2.91,3.0,3.57,8
6.48,3.39,2.91,3.0,3.57,6
8.29,3.39,2.91,3.0,3.57,8
7.72,3.39,2.91,3.0,3.57,8
8.0,3.6,3.02,3.0,3.53,8
7.37,3.6,3.02,3.0,3.53,8
7.94,3.6,3.02,3.0,3.53,8
7.42,3.6,3.02,3.0,3.53,8
8.65,3.6,3.02,3.0,3.53,9
7.16,3.6,3.02,3.0,3.53,7
7.51,3.6,3.02,3.0,3.53,8
7.39,3.6,3.02,3.0,3.53,8
7.26,3.6,3.02,3.0,3.53,8
6.46,3.6,3.02,3.0,3.53,6
7.61,3.6,3.02,3.0,3.53,8
7.43,3.6,3.02,3.0,3.53,7
8.59,3.6,3.02,3.0,3.53,9
6.62,3.6,3.02,3.0,3.53,7
8.4,3.6,3.02,3.0,3.53,8
7.34,3.6,3.02,3.0,3.53,7
6.04,3.6,3.02,3.0,3.53,6
7.8,3.6,3.02,3.0,3.53,7
8.15,3.6,3.02,3.0,3.53,9
6.7,3.6,3.02,3.0,3.53,7
7.72,3.6,3.02,3.0,3.53,7
6.0,3.6,3.02,3.0,3.53,6
6.0,3.6,3.02,3.0,3.53,6
6.14,3.6,3.02,3.0,3.53,6
7.57,3.6,3.02,3.0,3.53,8
7.78,3.6,3.02,3.0,3.53,7
7.45,3.6,3.02,3.0,3.53,8
8.11,3.6,3.02,3.0,3.53,8
7.02,3.6,3.02,3.0,3.53,7
9.06,3.6,3.02,3.0,3.53,10
8.69,3.6,3.02,3.0,3.53,9
8.33,3.6,3.02,3.0,3.53,9
7.33,3.6,3.02,3.0,3.53,7
8.2,3.6,3.02,3.0,3.53,9
8.61,3.6,3.02,3.0,3.53,10
7.67,3.6,3.02,3.0,3.53,8
5.24,3.6,3.02,3.0,3.53,5
7.43,3.6,3.02,3.0,3.53,7
7.38,3.6,3.02,3.0,3.53,8
8.02,3.6,3.02,3.0,3.53,9
7.37,3.6,3.02,3.0,3.53,8
8.24,3.6,3.02,3.0,3.53,9
9.06,3.6,3.02,3.0,3.53,10
8.74,3.6,3.02,3.0,3.53,10
6.52,3.6,3.02,3.0,3.53,7
7.89,3.6,3.02,3.0,3.53,9
7.58,3.6,3.02,3.0,3.53,8
9.0,3.6,3.02,3.0,3.53,10
7.77,3.6,3.02,3.0,3.53,8
7.58,3.6,3.02,3.0,3.53,8
6.97,3.6,3.02,3.0,3.53,8
7.17,3.6,3.02,3.0,3.53,7
6.68,3.6,3.02,3.0,3.53,7
